,uniware_sku_id,style_id,pd_size,fit,sub_category,sub_brand,store_category,warehouse,opening_total_inventory,weekly_opening_inventory,current_total_inventory,intransit_inventory,unbroken_days,L45_sold_qty,L30_sold_qty,L15_sold_qty,L7_sold_qty,l30_ros,unbroken_l30_ros,broken_flag,style_ros,sales_size_ratio,cap_ros,final_unbroken_l30_ros,inventory,expected_demand_in_16_days,inventory_need_to_inward,available_inventory_to_inward,replen_flag,possible_inward,store_capacity,total_styles,sales_cover,po_qty,updated_at,store_name,style_broken_flag,Remark,pred
739,1446054,694310,xl,oversized fit,sweatshirts,bewakoof,female-sweatshirts,bk_ebo_013,0,0,0,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,1,0.3333333333333333,0.1067415730337079,0.1666666666666667,0.1666666666666667,4,2,2,2,Replen,2,0,0,0.6038447768444576,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
740,1445938,694294,xs,oversized fit,t-shirts,bewakoof heavy duty,female-t-shirts,bk_ebo_013,0,0,2,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,0,0.3333333333333333,0.1277533039647577,0.1785714285714286,0.1666666666666667,102,2,3,3,Replen,3,0,0,0.4406613111713933,3,2025-12-03,bk_ebo_013,0,NON EOSS,3.0
741,1426549,683792,2xl,oversized fit,t-shirts,bewakoof heavy duty,female-t-shirts,bk_ebo_013,1,0,0,1,4,1,1,0,0,0.03333333333333333,0.25,1,0.3166666666666667,0.1145374449339207,0.25,0.25,33,2,2,2,Replen,2,0,0,0.4753402592482972,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
742,1245234,597239,l,super loose fit,sweaters,bewakoof,female-sweaters,bk_ebo_013,1,0,0,0,7,1,1,0,0,0.03333333333333333,0.1428571428571428,1,0.3142857142857143,0.21875,0.25,0.1428571428571428,9,1,2,2,Replen,2,0,0,0.7919089958365045,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
743,1437072,687598,xs,oversized fit,t-shirts,bewakoof heavy duty,female-t-shirts,bk_ebo_013,5,1,2,2,28,7,5,3,1,0.1666666666666667,0.1785714285714286,0,0.3119047619047619,0.1277533039647577,0.1785714285714286,0.1785714285714286,126,2,2,2,Replen,2,0,0,0.5093586559332601,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
744,1352509,642501,2xl,oversized fit,jackets,bewakoof air,male-jackets,bk_ebo_013,1,0,0,0,4,1,1,0,0,0.03333333333333333,0.25,0,0.2844827586206897,0.09615384615384616,0.25,0.25,28,2,2,2,Replen,2,0,0,0.4823543008031483,2,2025-12-03,bk_ebo_013,0,NON EOSS,2.0
745,1350112,640999,2xl,oversized fit,sweatshirts,bewakoof,female-sweatshirts,bk_ebo_013,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.2833333333333333,0.05617977528089887,0.1428571428571428,0.01591760299625468,65,1,1,1,Replen,1,0,0,0.6828281278461003,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
746,1379763,654846,m,super loose fit,joggers,bewakoof heavy duty,female-joggers,bk_ebo_013,0,0,0,0,5,1,1,1,1,0.03333333333333333,0.2,1,0.2769230769230769,0.3267326732673267,0.2,0.2,99,2,3,3,Replen,3,0,0,0.7341494626066531,3,2025-12-03,bk_ebo_013,1,NON EOSS,3.0
747,1304723,624085,xl,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_013,1,0,0,0,7,1,1,0,0,0.03333333333333333,0.1428571428571428,1,0.2761904761904762,0.1137724550898204,0.3333333333333333,0.1428571428571428,42,1,1,1,Replen,1,0,0,0.6762247549812276,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
748,1304720,624085,m,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_013,5,3,2,0,30,3,3,3,1,0.1,0.1,0,0.2761904761904762,0.3173652694610778,0.5,0.1,47,1,2,2,Replen,2,0,0,0.6873022282759851,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
749,1304725,624085,2xl,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_013,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.2761904761904762,0.05988023952095808,0.3333333333333333,0.01653835186769318,10,1,1,1,Replen,1,0,0,0.6928267508857745,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
750,1406624,671024,30,barrel fit,jeans,bewakoof,female-jeans,bk_ebo_013,4,1,1,1,30,3,3,2,0,0.1,0.1,0,0.2714285714285714,0.25,0.3333333333333333,0.1,33,1,1,1,Replen,1,0,0,0.5106260325480807,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
751,1406626,671024,32,barrel fit,jeans,bewakoof,female-jeans,bk_ebo_013,2,1,0,0,28,2,2,2,1,0.06666666666666667,0.07142857142857142,1,0.2714285714285714,0.2222222222222222,0.09523809523809523,0.07142857142857142,34,1,1,1,Replen,1,0,0,0.5301959788197633,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
752,1420965,680231,m,regular fit,sweaters,bewakoof,male-sweaters,bk_ebo_013,0,0,0,0,14,2,2,1,0,0.06666666666666667,0.1428571428571428,1,0.2678571428571428,0.2988505747126436,0.2142857142857143,0.1428571428571428,6,1,2,2,Replen,2,0,0,0.6569923710199352,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
753,1420949,680231,s,regular fit,sweaters,bewakoof,male-sweaters,bk_ebo_013,0,1,0,0,24,2,2,1,0,0.06666666666666667,0.08333333333333333,1,0.2678571428571428,0.293103448275862,0.2,0.08333333333333333,19,1,2,2,Replen,2,0,0,0.6718016219066146,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
754,1011951,498942,2xl,oversized fit,jackets,bewakoof,male-jackets,bk_ebo_013,2,0,0,0,22,1,1,0,0,0.03333333333333333,0.04545454545454546,0,0.2575757575757576,0.09615384615384616,0.25,0.04545454545454546,1,1,1,1,Replen,1,0,0,0.5782802676678301,1,2025-12-03,bk_ebo_013,0,NON EOSS,1.0
755,1425152,682761,l,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_013,4,1,0,0,26,4,3,2,1,0.1,0.1153846153846154,1,0.2524216524216524,0.2754491017964072,0.3333333333333333,0.1153846153846154,11,1,2,2,Replen,2,0,0,0.7352802543093647,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
756,1425158,682761,3xl,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_013,1,1,0,0,27,1,1,1,1,0.03333333333333333,0.03703703703703703,0,0.2524216524216524,0.02395209580838323,0.125,0.03703703703703703,6,1,1,1,Replen,1,0,0,0.7467680043928171,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
757,1355081,644537,m,oversized fit,sweatshirts,bewakoof heavy duty,male-sweatshirts,bk_ebo_013,5,3,1,0,30,4,3,3,2,0.1,0.1,0,0.2523809523809524,0.3173652694610778,0.5,0.1,13,1,2,2,Replen,2,0,0,0.7615379687858272,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
758,1308879,624946,l,oversized fit,t-shirts,bewakoof,female-t-shirts,bk_ebo_013,0,2,0,0,24,2,2,2,2,0.06666666666666667,0.08333333333333333,1,0.2453703703703703,0.1850220264317181,0.3333333333333333,0.08333333333333333,62,1,2,2,Replen,2,0,0,0.6360113830633802,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
759,1424944,682725,m,oversized fit,sweatshirts,bewakoof heavy duty,female-sweatshirts,bk_ebo_013,0,0,0,0,17,2,2,1,0,0.06666666666666667,0.1176470588235294,1,0.2287581699346405,0.2977528089887641,0.1176470588235294,0.1176470588235294,9,1,2,2,Replen,2,0,0,0.7138795225563095,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
760,1397146,664145,32,straight fit,pants,bewakoof,male-cargo_pants/pants,bk_ebo_013,0,0,0,1,14,2,2,2,0,0.06666666666666667,0.1428571428571428,1,0.2228571428571429,0.2857142857142858,0.3333333333333333,0.1428571428571428,112,1,1,1,Replen,1,0,0,0.6290882708312955,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
761,1397140,664145,30,straight fit,pants,bewakoof,male-cargo_pants/pants,bk_ebo_013,0,1,0,0,25,1,1,1,1,0.03333333333333333,0.04,1,0.2228571428571429,0.2285714285714286,0.06666666666666667,0.04,196,1,1,1,Replen,1,0,0,0.6502974215490409,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
762,1412771,676154,36,straight fit,jeans,bewakoof,male-jeans,bk_ebo_013,0,1,0,0,22,1,1,1,1,0.03333333333333333,0.04545454545454546,1,0.2219251336898396,0.1274509803921569,0.07142857142857142,0.04545454545454546,14,1,1,1,Replen,1,0,0,0.528317080426993,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
763,1012110,498981,2xl,oversized fit,jackets,bewakoof,male-jackets,bk_ebo_013,1,0,0,0,9,1,1,0,0,0.03333333333333333,0.1111111111111111,1,0.2213675213675214,0.09615384615384616,0.25,0.1111111111111111,102,1,1,1,Replen,1,0,0,0.6908435348593277,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
764,1012107,498981,xl,oversized fit,jackets,bewakoof,male-jackets,bk_ebo_013,1,0,0,0,13,1,1,0,0,0.03333333333333333,0.07692307692307693,1,0.2213675213675214,0.1538461538461539,0.3333333333333333,0.07692307692307693,96,1,1,1,Replen,1,0,0,0.7161087475439294,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
765,1401409,666741,s,oversized fit,t-shirts,bewakoof heavy duty,male-t-shirts,bk_ebo_013,0,2,1,0,21,2,2,2,1,0.06666666666666667,0.09523809523809523,0,0.2174603174603175,0.2121212121212121,0.3333333333333333,0.09523809523809523,11,1,2,2,Replen,2,0,0,0.4790191428543285,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
766,1401410,666741,m,oversized fit,t-shirts,bewakoof heavy duty,male-t-shirts,bk_ebo_013,3,1,1,0,30,2,2,0,0,0.06666666666666667,0.06666666666666667,0,0.2174603174603175,0.3232323232323233,0.2,0.06666666666666667,62,1,2,2,Replen,2,0,0,0.4885877892764096,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
767,1401413,666741,2xl,oversized fit,t-shirts,bewakoof heavy duty,male-t-shirts,bk_ebo_013,0,1,0,0,18,1,1,1,1,0.03333333333333333,0.05555555555555555,1,0.2174603174603175,0.1313131313131313,0.25,0.05555555555555555,13,1,1,1,Replen,1,0,0,0.4965616612948106,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
768,1407349,671342,xl,loose fit,pants,bewakoof,male-cargo_pants/pants,bk_ebo_013,3,1,0,0,28,2,2,1,1,0.06666666666666667,0.07142857142857142,1,0.2158730158730159,0.2352941176470588,0.07142857142857142,0.07142857142857142,1,1,1,1,Replen,1,0,0,0.6986913170359601,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
769,1393126,662011,m,oversized fit,t-shirts,bewakoof,male-t-shirts,bk_ebo_013,4,3,1,0,30,3,3,2,2,0.1,0.1,0,0.2051282051282051,0.3232323232323233,0.2,0.1,119,1,2,2,Replen,2,0,0,0.5109146309279322,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
770,1393155,662011,2xl,oversized fit,t-shirts,bewakoof,male-t-shirts,bk_ebo_013,0,1,0,0,26,1,1,1,1,0.03333333333333333,0.03846153846153846,1,0.2051282051282051,0.1313131313131313,0.25,0.03846153846153846,9,1,1,1,Replen,1,0,0,0.5164350038637483,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
771,1422748,681702,l,oversized fit,t-shirts,bewakoof heavy duty,male-t-shirts,bk_ebo_013,0,0,0,0,5,1,1,0,0,0.03333333333333333,0.2,1,0.2,0.2121212121212121,0.2,0.2,23,2,3,3,Replen,3,0,0,0.5547095895520728,3,2025-12-03,bk_ebo_013,1,NON EOSS,3.0
772,1308854,624938,m,oversized fit,t-shirts,bewakoof,male-t-shirts,bk_ebo_013,2,4,2,0,30,3,3,3,2,0.1,0.1,0,0.2,0.3232323232323233,0.2,0.1,29,1,2,2,Replen,2,0,0,0.5690625591851945,2,2025-12-03,bk_ebo_013,0,NON EOSS,2.0
773,1422752,681702,xl,oversized fit,t-shirts,bewakoof heavy duty,male-t-shirts,bk_ebo_013,1,0,0,0,5,0,0,0,0,0.0,0.0,1,0.2,0.1212121212121212,0.25,0.02424242424242425,15,1,1,1,Replen,1,0,0,0.586895036608164,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
774,1420894,680222,m,oversized fit,sweaters,bewakoof,male-sweaters,bk_ebo_013,0,1,1,0,30,2,2,2,0,0.06666666666666667,0.06666666666666667,0,0.2,0.2988505747126436,0.2142857142857143,0.06666666666666667,35,1,2,2,Replen,2,0,0,0.7029010487686412,2,2025-12-03,bk_ebo_013,0,NON EOSS,2.0
775,1406647,671028,32,straight fit,jeans,bewakoof,female-jeans,bk_ebo_013,3,0,0,0,21,3,2,2,0,0.06666666666666667,0.09523809523809523,1,0.1952380952380952,0.2222222222222222,0.09523809523809523,0.09523809523809523,82,1,1,1,Replen,1,0,0,0.6430493356531336,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
776,1355478,644660,l,super loose fit,sweaters,bewakoof,male-sweaters,bk_ebo_013,3,3,0,0,28,3,3,3,3,0.1,0.1071428571428571,1,0.1738095238095238,0.2413793103448276,0.1764705882352941,0.1071428571428571,9,1,2,2,Replen,2,0,0,0.7655230239465998,2,2025-12-03,bk_ebo_013,1,NON EOSS,2.0
777,1427837,684245,xl,oversized fit,shirts,bewakoof,male-shirts,bk_ebo_013,0,1,0,0,23,1,1,1,1,0.03333333333333333,0.04347826086956522,1,0.1459782608695652,0.2777777777777778,0.1666666666666667,0.04347826086956522,57,1,1,1,Replen,1,0,0,0.6539607118674583,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
778,1319637,628256,32,oversized fit,pants,bewakoof,female-cargo_pants/pants,bk_ebo_013,1,0,0,1,7,1,1,0,0,0.03333333333333333,0.1428571428571428,1,0.1428571428571428,0.2631578947368421,0.1428571428571428,0.1428571428571428,28,1,1,1,Replen,1,0,0,0.5201712284342975,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
779,1412767,676155,32,straight fit,jeans,bewakoof,male-jeans,bk_ebo_013,5,2,1,0,30,3,2,2,1,0.06666666666666667,0.06666666666666667,0,0.1333333333333333,0.2352941176470588,0.3333333333333333,0.06666666666666667,15,1,1,1,Replen,1,0,0,0.7085233664109535,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
780,1397094,664138,28,straight fit,pants,bewakoof,male-cargo_pants/pants,bk_ebo_013,0,1,0,1,25,2,2,1,1,0.06666666666666667,0.08,1,0.12,0.2,0.08333333333333333,0.08,12,1,1,1,Replen,1,0,0,0.7839697772135615,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
781,1373606,651229,xl,oversized fit,t-shirts,bewakoof,male-t-shirts,bk_ebo_013,3,1,1,0,30,2,2,1,0,0.06666666666666667,0.06666666666666667,0,0.1083333333333333,0.1212121212121212,0.25,0.06666666666666667,73,1,1,1,Replen,1,0,0,0.7759431153509151,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
782,1373607,651229,2xl,oversized fit,t-shirts,bewakoof,male-t-shirts,bk_ebo_013,1,1,0,0,24,2,1,1,1,0.03333333333333333,0.04166666666666666,1,0.1083333333333333,0.1313131313131313,0.25,0.04166666666666666,71,1,1,1,Replen,1,0,0,0.7819235193647157,1,2025-12-03,bk_ebo_013,1,NON EOSS,1.0
783,719655,368338,s,oversized fit,hoodies,bewakoof heavy duty,female-hoodies,bk_ebo_014,0,0,0,0,1,1,1,1,1,0.03333333333333333,1.0,1,3.0,0.242798353909465,0.5,0.5,73,5,6,6,Replen,6,0,0,0.02885761674874188,6,2025-12-03,bk_ebo_014,1,NON EOSS,6.0
784,719657,368338,m,oversized fit,hoodies,bewakoof heavy duty,female-hoodies,bk_ebo_014,0,0,0,0,1,1,1,1,1,0.03333333333333333,1.0,1,3.0,0.2325102880658436,0.4444444444444444,0.4444444444444444,79,5,6,6,Replen,6,0,0,0.05450883163651245,6,2025-12-03,bk_ebo_014,1,NON EOSS,6.0
785,719663,368338,2xl,oversized fit,hoodies,bewakoof heavy duty,female-hoodies,bk_ebo_014,0,0,0,0,1,1,1,1,1,0.03333333333333333,1.0,1,3.0,0.1090534979423868,0.3333333333333333,0.3333333333333333,92,4,4,4,Replen,4,0,0,0.07374724280234037,4,2025-12-03,bk_ebo_014,1,NON EOSS,4.0
786,719653,368338,xs,oversized fit,hoodies,bewakoof heavy duty,female-hoodies,bk_ebo_014,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3.0,0.0823045267489712,0.5,0.2469135802469136,11,3,4,4,Replen,4,0,0,0.08799791773999067,4,2025-12-03,bk_ebo_014,1,NON EOSS,4.0
787,868422,432380,2xl,oversized fit,sweatshirts,bewakoof,female-sweatshirts,bk_ebo_014,0,0,0,0,2,1,1,0,0,0.03333333333333333,0.5,1,2.833333333333333,0.09811320754716982,0.1111111111111111,0.1111111111111111,27,1,1,1,Replen,1,0,0,0.1603398252045315,1,2025-12-03,bk_ebo_014,1,NON EOSS,1.0
788,1278810,609829,s,oversized fit,joggers,bewakoof air,female-joggers,bk_ebo_014,0,0,0,3,0,0,0,0,0,0.0,0.0,1,2.25,0.196078431372549,0.3,0.4411764705882353,56,4,5,5,Replen,5,0,0,0.03699602948731354,5,2025-12-03,bk_ebo_014,1,NON EOSS,5.0
789,1278813,609829,l,oversized fit,joggers,bewakoof air,female-joggers,bk_ebo_014,0,0,0,0,1,1,1,1,1,0.03333333333333333,1.0,1,2.25,0.2418300653594771,0.2857142857142857,0.2857142857142857,169,2,3,3,Replen,3,0,0,0.06095536286957375,3,2025-12-03,bk_ebo_014,1,NON EOSS,3.0
790,1278815,609829,xl,oversized fit,joggers,bewakoof air,female-joggers,bk_ebo_014,0,0,0,0,4,1,1,1,1,0.03333333333333333,0.25,1,2.25,0.1437908496732026,0.25,0.25,127,2,2,2,Replen,2,0,0,0.08191977957905142,2,2025-12-03,bk_ebo_014,1,NON EOSS,2.0
791,1243706,596778,l,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_014,3,0,3,3,2,6,3,3,3,0.1,1.5,0,2.033333333333333,0.2040358744394619,0.6,0.6,34,5,6,6,Replen,6,0,0,0.1434254119128488,6,2025-12-03,bk_ebo_014,0,NON EOSS,6.0
792,1242858,596549,l,oversized fit,hoodies,bewakoof heavy duty,male-hoodies,bk_ebo_014,4,0,0,0,9,6,3,1,1,0.1,0.3333333333333333,1,1.762907268170426,0.2040358744394619,0.6,0.3333333333333333,4,3,4,4,Replen,4,0,0,0.2717936338925887,4,2025-12-03,bk_ebo_014,1,NON EOSS,4.0
793,1355203,644586,2xl,oversized fit,sweatshirts,bewakoof heavy duty,male-sweatshirts,bk_ebo_014,0,0,0,2,5,1,1,1,0,0.03333333333333333,0.2,1,1.547435897435897,0.1019607843137255,0.4,0.2,26,2,2,2,Replen,2,0,0,0.1552968707017229,2,2025-12-03,bk_ebo_014,1,NON EOSS,2.0
794,1355248,644614,m,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_014,3,0,0,0,0,3,0,0,0,0.0,0.0,1,1.433333333333333,0.2705882352941176,0.375,0.3878431372549019,7,3,4,4,Replen,4,0,0,0.3008835818057571,4,2025-12-03,bk_ebo_014,1,NON EOSS,4.0
795,1355272,644614,2xl,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_014,2,0,1,2,12,2,2,0,0,0.06666666666666667,0.1666666666666667,0,1.433333333333333,0.1019607843137255,0.4,0.1666666666666667,24,2,2,2,Replen,2,0,0,0.328423652660867,2,2025-12-03,bk_ebo_014,1,NON EOSS,2.0
796,1442791,691883,s,oversized fit,hoodies,bewakoof heavy duty,male-hoodies,bk_ebo_014,0,0,0,0,6,3,3,3,3,0.1,0.5,1,1.416666666666667,0.2645739910313901,0.6666666666666666,0.5,32,4,5,5,Replen,5,0,0,0.307745054764352,5,2025-12-03,bk_ebo_014,1,NON EOSS,5.0
797,1442795,691883,2xl,oversized fit,hoodies,bewakoof heavy duty,male-hoodies,bk_ebo_014,0,0,0,0,3,1,1,1,1,0.03333333333333333,0.3333333333333333,1,1.416666666666667,0.1188340807174888,0.6,0.3333333333333333,19,3,3,3,Replen,3,0,0,0.3161278369802436,3,2025-12-03,bk_ebo_014,1,NON EOSS,3.0
798,1442792,691883,m,oversized fit,hoodies,bewakoof heavy duty,male-hoodies,bk_ebo_014,0,0,1,0,6,2,2,2,2,0.06666666666666667,0.3333333333333333,0,1.416666666666667,0.2533632286995516,0.5,0.3333333333333333,49,3,4,4,Replen,4,0,0,0.3245106191961352,4,2025-12-03,bk_ebo_014,1,NON EOSS,4.0
799,1425026,682738,xl,oversized fit,hoodies,bewakoof heavy duty,female-hoodies,bk_ebo_014,0,0,3,0,6,2,2,1,0,0.06666666666666667,0.3333333333333333,0,1.350327652037169,0.09465020576131687,0.3333333333333333,0.3333333333333333,2,3,3,2,Replen,2,0,0,0.4709151727095339,2,2025-12-03,bk_ebo_014,1,NON EOSS,2.0
800,1425028,682738,2xl,oversized fit,hoodies,bewakoof heavy duty,female-hoodies,bk_ebo_014,0,1,1,1,23,3,3,2,1,0.1,0.1304347826086956,0,1.350327652037169,0.1090534979423868,0.3333333333333333,0.1304347826086956,56,1,1,1,Replen,1,0,0,0.4999237282840292,1,2025-12-03,bk_ebo_014,1,NON EOSS,1.0
801,1425298,682785,m,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_014,6,0,3,6,17,6,6,1,0,0.2,0.3529411764705883,0,1.343966817496229,0.2325102880658436,0.4444444444444444,0.3529411764705883,15,3,2,2,Replen,2,0,0,0.5268952262910233,2,2025-12-03,bk_ebo_014,1,NON EOSS,2.0
802,1425301,682785,2xl,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_014,2,0,1,3,9,3,3,0,0,0.1,0.3333333333333333,0,1.343966817496229,0.1090534979423868,0.3333333333333333,0.3333333333333333,30,3,3,3,Replen,3,0,0,0.5461336374568513,3,2025-12-03,bk_ebo_014,1,NON EOSS,3.0
803,1425297,682785,s,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_014,4,0,0,3,13,4,4,0,0,0.1333333333333333,0.3076923076923077,1,1.343966817496229,0.242798353909465,0.5,0.3076923076923077,5,3,4,4,Replen,4,0,0,0.5638921708406923,4,2025-12-03,bk_ebo_014,1,NON EOSS,4.0
804,1425005,682732,2xl,oversized fit,hoodies,bewakoof heavy duty,male-hoodies,bk_ebo_014,0,0,1,2,5,2,2,2,1,0.06666666666666667,0.4,0,1.276342048755842,0.1188340807174888,0.6,0.4,16,3,3,3,Replen,3,0,0,0.4078283352394405,3,2025-12-03,bk_ebo_014,0,NON EOSS,3.0
805,1413558,644650,3xl,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_014,0,0,0,3,2,1,1,1,0,0.03333333333333333,0.5,0,1.233333333333333,0.05605381165919283,0.3333333333333333,0.3333333333333333,16,3,3,3,Replen,3,0,0,0.4525004008463929,3,2025-12-03,bk_ebo_014,1,NON EOSS,3.0
806,1355563,644680,m,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_014,3,0,0,0,6,3,1,0,0,0.03333333333333333,0.1666666666666667,0,1.220512820512821,0.2533632286995516,0.5,0.1666666666666667,1,2,3,1,Replen,1,0,0,0.4938598453891491,1,2025-12-03,bk_ebo_014,0,NON EOSS,1.0
807,711000,363680,m,regular fit,hoodies,bewakoof heavy duty,male-hoodies,bk_ebo_014,5,0,0,8,7,5,3,0,0,0.1,0.4285714285714285,1,1.111904761904762,0.2533632286995516,0.5,0.4285714285714285,41,3,4,4,Replen,4,0,0,0.5724947047769514,4,2025-12-03,bk_ebo_014,1,NON EOSS,4.0
808,711060,363680,2xl,regular fit,hoodies,bewakoof heavy duty,male-hoodies,bk_ebo_014,1,0,0,2,8,1,1,0,0,0.03333333333333333,0.125,1,1.111904761904762,0.1188340807174888,0.6,0.125,26,1,1,1,Replen,1,0,0,0.5865358649885698,1,2025-12-03,bk_ebo_014,1,NON EOSS,1.0
809,1254621,602510,m,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_014,3,0,2,0,8,4,3,1,1,0.1,0.375,0,1.092575757575758,0.2705882352941176,0.375,0.375,7,3,4,4,Replen,4,0,0,0.4745832775358363,4,2025-12-03,bk_ebo_014,1,NON EOSS,4.0
810,1254636,602510,2xl,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_014,1,0,1,0,11,1,1,0,0,0.03333333333333333,0.09090909090909091,0,1.092575757575758,0.1019607843137255,0.4,0.09090909090909091,3,1,1,1,Replen,1,0,0,0.5116371910499841,1,2025-12-03,bk_ebo_014,1,NON EOSS,1.0
811,1397059,664130,m,oversized fit,trackpants,bewakoof,male-joggers,bk_ebo_014,4,0,0,0,2,4,1,0,0,0.03333333333333333,0.5,1,1.066666666666667,0.3207547169811321,0.3333333333333333,0.3333333333333333,7,3,4,4,Replen,4,0,0,0.04351192428030264,4,2025-12-03,bk_ebo_014,1,NON EOSS,4.0
812,1397067,664130,xl,oversized fit,trackpants,bewakoof,male-joggers,bk_ebo_014,1,0,0,0,0,1,0,0,0,0.0,0.0,1,1.066666666666667,0.09433962264150943,0.25,0.1006289308176101,1,1,1,1,Replen,1,0,0,0.1003237197557166,1,2025-12-03,bk_ebo_014,1,NON EOSS,1.0
813,1379775,654847,2xl,super loose fit,trackpants,bewakoof heavy duty,female-joggers,bk_ebo_014,0,0,0,3,3,1,1,1,0,0.03333333333333333,0.3333333333333333,1,1.014472455648926,0.1754385964912281,0.3333333333333333,0.3333333333333333,108,3,3,3,Replen,3,0,0,0.2614934173095895,3,2025-12-03,bk_ebo_014,1,NON EOSS,3.0
814,1379771,654847,l,super loose fit,trackpants,bewakoof heavy duty,female-joggers,bk_ebo_014,0,0,0,3,7,2,2,2,0,0.06666666666666667,0.2857142857142857,1,1.014472455648926,0.1403508771929824,0.2857142857142857,0.2857142857142857,52,2,3,3,Replen,3,0,0,0.2854527506918497,3,2025-12-03,bk_ebo_014,1,NON EOSS,3.0
815,1379769,654847,m,super loose fit,trackpants,bewakoof heavy duty,female-joggers,bk_ebo_014,0,1,0,2,12,2,2,2,1,0.06666666666666667,0.1666666666666667,1,1.014472455648926,0.2982456140350877,0.4,0.1666666666666667,72,2,3,3,Replen,3,0,0,0.2994290284981682,3,2025-12-03,bk_ebo_014,1,NON EOSS,3.0
816,1414905,596789,3xl,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_014,0,0,0,2,2,1,1,1,0,0.03333333333333333,0.5,0,0.9804347826086957,0.04313725490196078,0.2,0.2,7,2,2,2,Replen,2,0,0,0.534874125833983,2,2025-12-03,bk_ebo_014,1,NON EOSS,2.0
817,1243764,596789,m,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_014,5,1,1,0,30,4,3,0,0,0.1,0.1,0,0.9804347826086957,0.2705882352941176,0.375,0.1,1,1,2,1,Replen,1,0,0,0.546773232534968,1,2025-12-03,bk_ebo_014,1,NON EOSS,1.0
818,1424927,682722,m,oversized fit,jackets,bewakoof air,male-jackets,bk_ebo_014,0,2,1,0,30,2,2,1,1,0.06666666666666667,0.06666666666666667,0,0.9642857142857143,0.2260869565217391,0.1666666666666667,0.06666666666666667,22,1,2,2,Replen,2,0,0,0.1408248278168725,2,2025-12-03,bk_ebo_014,1,NON EOSS,2.0
